trans_id,lang,translation,category,station_sid,course_sid
五月が丘二丁目,zh-cn,五月丘二丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘二丁目,zh-tw,五月丘二丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘１丁目,ja,五月が丘１丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘１丁目,ja-Hrkt,さつきがおかいっちょうめ,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘１丁目,en,Satsukigaoka-itchome (Satsukigaoka 1),stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘１丁目,ko,사쓰키가오카 1초메,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘１丁目,zh-cn,五月丘一丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘１丁目,zh-tw,五月丘一丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,ja,五月が丘一丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,ja-Hrkt,さつきがおかいっちょうめ,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,en,Satsukigaoka-itchome (Satsukigaoka 1),stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,ko,사쓰키가오카 1초메,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,zh-cn,五月丘一丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘一丁目,zh-tw,五月丘一丁目,stop_name,b7a75111-7178-4377-9cce-b63624264414,
五月が丘４丁目,ja,五月が丘４丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目,ja-Hrkt,さつきがおかよんちょうめ,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目,en,Satsukigaoka-yonchome (Satsukigaoka 4),stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目,ko,사쓰키가오카 4초메,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目,zh-cn,五月丘四丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目,zh-tw,五月丘四丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,ja,五月が丘四丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,ja-Hrkt,さつきがおかよんちょうめ,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,en,Satsukigaoka-yonchome (Satsukigaoka 4),stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,ko,사쓰키가오카 4초메,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,zh-cn,五月丘四丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘四丁目,zh-tw,五月丘四丁目,stop_name,bcd44dbf-1f2a-4ea9-a6a5-f96dd0943e12,
五月が丘４丁目上,ja,五月が丘４丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘４丁目上,ja-Hrkt,さつきがおかよんちょうめかみ,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘４丁目上,en,Satsukigaoka-yonchome-kami (Satsukigaoka 4-kami),stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘４丁目上,ko,사쓰키가오카 4초메 카미,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘４丁目上,zh-cn,五月丘四丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘４丁目上,zh-tw,五月丘四丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,ja,五月が丘四丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,ja-Hrkt,さつきがおかよんちょうめかみ,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,en,Satsukigaoka-yonchome-kami (Satsukigaoka 4-kami),stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,ko,사쓰키가오카 4초메 카미,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,zh-cn,五月丘四丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘四丁目上,zh-tw,五月丘四丁目上,stop_name,bee52274-27e6-4cd9-a6a7-bba1ad0aacb6,
五月が丘団地,ja,五月が丘団地,stop_name,4889b5b0-4e54-46a6-a578-9567ae29a6ce,
五月が丘団地,ja-Hrkt,さつきがおかだんち,stop_name,4889b5b0-4e54-46a6-a578-9567ae29a6ce,
五月が丘団地,en,Satsukigaoka Danchi (Satsukigaoka Housing Complex),stop_name,4889b5b0-4e54-46a6-a578-9567ae29a6ce,
