table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,zh-tw,福祉村,192 2,,
stops,stop_name,ja,フジグラン前,193 1,,
stops,stop_name,ja-Hrkt,フジグランマエ,193 1,,
stops,stop_name,en,Fuji Grand-mae,193 1,,
stops,stop_name,ko,후지 그랜드 마에,193 1,,
stops,stop_name,zh-cn,Fuji GRAND前,193 1,,
stops,stop_name,zh-tw,Fuji GRAND前,193 1,,
stops,stop_name,ja,フジグラン前,193 2,,
stops,stop_name,ja-Hrkt,フジグランマエ,193 2,,
stops,stop_name,en,Fuji Grand-mae,193 2,,
stops,stop_name,ko,후지 그랜드 마에,193 2,,
stops,stop_name,zh-cn,Fuji GRAND前,193 2,,
stops,stop_name,zh-tw,Fuji GRAND前,193 2,,
stops,stop_name,ja,芙美子像前,194 1,,
stops,stop_name,ja-Hrkt,フミコゾウマエ,194 1,,
stops,stop_name,en,Fumikozo-mae,194 1,,
stops,stop_name,ko,후미코조 마에,194 1,,
stops,stop_name,zh-cn,芙美子像前,194 1,,
stops,stop_name,zh-tw,芙美子像前,194 1,,
stops,stop_name,ja,芙美子像前,194 2,,
stops,stop_name,ja-Hrkt,フミコゾウマエ,194 2,,
stops,stop_name,en,Fumikozo-mae,194 2,,
stops,stop_name,ko,후미코조 마에,194 2,,
stops,stop_name,zh-cn,芙美子像前,194 2,,
stops,stop_name,zh-tw,芙美子像前,194 2,,
stops,stop_name,ja,プレス工業前,195 1,,
stops,stop_name,ja-Hrkt,プレスコウギョウマエ,195 1,,
stops,stop_name,en,Press Kogyo-mae,195 1,,
stops,stop_name,ko,푸레스 코교 마에,195 1,,
stops,stop_name,zh-cn,Press工业前,195 1,,
stops,stop_name,zh-tw,Press工業前,195 1,,
stops,stop_name,ja,プレス工業前,195 2,,
stops,stop_name,ja-Hrkt,プレスコウギョウマエ,195 2,,
stops,stop_name,en,Press Kogyo-mae,195 2,,
stops,stop_name,ko,푸레스 코교 마에,195 2,,
stops,stop_name,zh-cn,Press工业前,195 2,,
stops,stop_name,zh-tw,Press工業前,195 2,,
stops,stop_name,ja,プレス工業前,195 3,,
stops,stop_name,ja-Hrkt,プレスコウギョウマエ,195 3,,
stops,stop_name,en,Press Kogyo-mae,195 3,,
stops,stop_name,ko,푸레스 코교 마에,195 3,,
stops,stop_name,zh-cn,Press工业前,195 3,,
stops,stop_name,zh-tw,Press工業前,195 3,,
stops,stop_name,ja,プレス工業前,195 4,,
stops,stop_name,ja-Hrkt,プレスコウギョウマエ,195 4,,
stops,stop_name,en,Press Kogyo-mae,195 4,,
stops,stop_name,ko,푸레스 코교 마에,195 4,,
stops,stop_name,zh-cn,Press工业前,195 4,,
stops,stop_name,zh-tw,Press工業前,195 4,,
stops,stop_name,ja,防地口,196 1,,
stops,stop_name,ja-Hrkt,ボウジグチ,196 1,,
stops,stop_name,en,Boji-guchi,196 1,,
stops,stop_name,ko,보지 구치,196 1,,
stops,stop_name,zh-cn,防地口,196 1,,
stops,stop_name,zh-tw,防地口,196 1,,
stops,stop_name,ja,防地口,196 10,,
stops,stop_name,ja-Hrkt,ボウジグチ,196 10,,
stops,stop_name,en,Boji-guchi,196 10,,
stops,stop_name,ko,보지 구치,196 10,,
stops,stop_name,zh-cn,防地口,196 10,,
stops,stop_name,zh-tw,防地口,196 10,,
stops,stop_name,ja,防地口,196 2,,
stops,stop_name,ja-Hrkt,ボウジグチ,196 2,,
stops,stop_name,en,Boji-guchi,196 2,,
stops,stop_name,ko,보지 구치,196 2,,
stops,stop_name,zh-cn,防地口,196 2,,
stops,stop_name,zh-tw,防地口,196 2,,
stops,stop_name,ja,防地口,196 3,,
stops,stop_name,ja-Hrkt,ボウジグチ,196 3,,
stops,stop_name,en,Boji-guchi,196 3,,
stops,stop_name,ko,보지 구치,196 3,,
stops,stop_name,zh-cn,防地口,196 3,,
stops,stop_name,zh-tw,防地口,196 3,,
stops,stop_name,ja,防地口,196 4,,
stops,stop_name,ja-Hrkt,ボウジグチ,196 4,,
stops,stop_name,en,Boji-guchi,196 4,,
stops,stop_name,ko,보지 구치,196 4,,
stops,stop_name,zh-cn,防地口,196 4,,
stops,stop_name,zh-tw,防地口,196 4,,
stops,stop_name,ja,ﾎﾞｰﾄﾚｰｽﾁｹｯﾄｼｮｯﾌﾟ尾道,197 1,,
stops,stop_name,ja-Hrkt,ボートレースチケットショップオノミチ,197 1,,
stops,stop_name,en,BOAT RACE TICKET SHOP ONOMICHI,197 1,,
stops,stop_name,ko,BOAT RACE TICKET SHOP 오노미치,197 1,,
stops,stop_name,zh-cn,BOAT RACE TICKET SHOP 尾道,197 1,,
stops,stop_name,zh-tw,BOAT RACE TICKET SHOP 尾道,197 1,,
stops,stop_name,ja,尾道インター入口,198 1,,
stops,stop_name,ja-Hrkt,オノミチインターイリグチ,198 1,,
stops,stop_name,en,Onomichi Inter-iriguchi,198 1,,
stops,stop_name,ko,오노미치 인터 입구,198 1,,
stops,stop_name,zh-cn,尾道IC入口,198 1,,
stops,stop_name,zh-tw,尾道IC入口,198 1,,
stops,stop_name,ja,尾道インター入口,198 2,,
stops,stop_name,ja-Hrkt,オノミチインターイリグチ,198 2,,
stops,stop_name,en,Onomichi Inter-iriguchi,198 2,,
stops,stop_name,ko,오노미치 인터 입구,198 2,,
stops,stop_name,zh-cn,尾道IC入口,198 2,,
stops,stop_name,zh-tw,尾道IC入口,198 2,,
stops,stop_name,ja,槙ヶ峰,199 1,,
stops,stop_name,ja-Hrkt,マキガミネ,199 1,,
stops,stop_name,en,Makigamine,199 1,,
stops,stop_name,ko,마키가미네,199 1,,
stops,stop_name,zh-cn,槙峰,199 1,,
stops,stop_name,zh-tw,槙峰,199 1,,
stops,stop_name,ja,阿草,2 1,,
stops,stop_name,ja-Hrkt,アグサ,2 1,,
stops,stop_name,en,Agusa,2 1,,
stops,stop_name,ko,아구사,2 1,,
stops,stop_name,zh-cn,阿草,2 1,,
stops,stop_name,zh-tw,阿草,2 1,,
stops,stop_name,ja,阿草,2 2,,
stops,stop_name,ja-Hrkt,アグサ,2 2,,
stops,stop_name,en,Agusa,2 2,,
stops,stop_name,ko,아구사,2 2,,
stops,stop_name,zh-cn,阿草,2 2,,
stops,stop_name,zh-tw,阿草,2 2,,
stops,stop_name,ja,おのみち海辺の美術館前,20 1,,
stops,stop_name,ja-Hrkt,オノミチウミベノビジ,20 1,,
stops,stop_name,en,Onomichi Umibe-no-Bijutsukan-mae,20 1,,
stops,stop_name,ko,오노미치 해변 미술관,20 1,,
stops,stop_name,zh-cn,尾道海边乃美术馆前,20 1,,
stops,stop_name,zh-tw,尾道海邊乃美術館前,20 1,,
stops,stop_name,ja,おのみち海辺の美術館前,20 2,,
stops,stop_name,ja-Hrkt,オノミチウミベノビジ,20 2,,
stops,stop_name,en,Onomichi Umibe-no-Bijutsukan-mae,20 2,,
stops,stop_name,ko,오노미치 해변 미술관,20 2,,
stops,stop_name,zh-cn,尾道海边乃美术馆前,20 2,,
stops,stop_name,zh-tw,尾道海邊乃美術館前,20 2,,
stops,stop_name,ja,松永,201 1,,
stops,stop_name,ja-Hrkt,マツナガ,201 1,,
stops,stop_name,en,Matsunaga,201 1,,
stops,stop_name,ko,마쓰나가,201 1,,
stops,stop_name,zh-cn,松永,201 1,,
stops,stop_name,zh-tw,松永,201 1,,
stops,stop_name,ja,松永駅前,202 1,,
stops,stop_name,ja-Hrkt,マツナガエキマエ,202 1,,
stops,stop_name,en,Matsunaga Sta.,202 1,,
stops,stop_name,ko,마쓰나가 역,202 1,,
stops,stop_name,zh-cn,松永站前,202 1,,
stops,stop_name,zh-tw,松永站前,202 1,,
stops,stop_name,ja,松永駅前,202 2,,
stops,stop_name,ja-Hrkt,マツナガエキマエ,202 2,,
stops,stop_name,en,Matsunaga Sta.,202 2,,
stops,stop_name,ko,마쓰나가 역,202 2,,
stops,stop_name,zh-cn,松永站前,202 2,,
stops,stop_name,zh-tw,松永站前,202 2,,
stops,stop_name,ja,松永駅南口,203 1,,
stops,stop_name,ja-Hrkt,マツナガエキミナミグ,203 1,,
stops,stop_name,en,Matsunaga Sta. South Entrance,203 1,,
stops,stop_name,ko,마쓰나가 역,203 1,,
stops,stop_name,zh-cn,松永站南口,203 1,,
stops,stop_name,zh-tw,松永站南口,203 1,,
stops,stop_name,ja,松永駅南口,203 10,,
stops,stop_name,ja-Hrkt,マツナガエキミナミグ,203 10,,
stops,stop_name,en,Matsunaga Sta. South Entrance,203 10,,
stops,stop_name,ko,마쓰나가 역,203 10,,
stops,stop_name,zh-cn,松永站南口,203 10,,
stops,stop_name,zh-tw,松永站南口,203 10,,
stops,stop_name,ja,松永スポーツセンター前,204 1,,
stops,stop_name,ja-Hrkt,マツナガスポーツセン,204 1,,
stops,stop_name,en,Matsunaga Sports Center-mae,204 1,,
stops,stop_name,ko,마쓰가 스포츠 센터,204 1,,
stops,stop_name,zh-cn,松永体育中心前,204 1,,
stops,stop_name,zh-tw,松永體育中心前,204 1,,
stops,stop_name,ja,松永スポーツセンター前,204 2,,
stops,stop_name,ja-Hrkt,マツナガスポーツセン,204 2,,
stops,stop_name,en,Matsunaga Sports Center-mae,204 2,,
stops,stop_name,ko,마쓰가 스포츠 센터,204 2,,
stops,stop_name,zh-cn,松永体育中心前,204 2,,
stops,stop_name,zh-tw,松永體育中心前,204 2,,
stops,stop_name,ja,松永中学校前,205 1,,
stops,stop_name,ja-Hrkt,マツナガチュウガッコ,205 1,,
stops,stop_name,en,Matsunaga Chugakko-mae (Matsunaga Junior High School),205 1,,
stops,stop_name,ko,마쓰나가 중학교,205 1,,
stops,stop_name,zh-cn,松永中学前,205 1,,
stops,stop_name,zh-tw,松永中學前,205 1,,
stops,stop_name,ja,松永中学校前,205 2,,
stops,stop_name,ja-Hrkt,マツナガチュウガッコ,205 2,,
stops,stop_name,en,Matsunaga Chugakko-mae (Matsunaga Junior High School),205 2,,
stops,stop_name,ko,마쓰나가 중학교,205 2,,
stops,stop_name,zh-cn,松永中学前,205 2,,
stops,stop_name,zh-tw,松永中學前,205 2,,
stops,stop_name,ja,松永農協会館前,206 1,,
stops,stop_name,ja-Hrkt,マツナガノウキョウカ,206 1,,
stops,stop_name,en,Matsunga Nokyo Kaikan-mae,206 1,,
stops,stop_name,ko,마쓰나가 노쿄 카이칸 마에,206 1,,
stops,stop_name,zh-cn,松永农协会馆前,206 1,,
stops,stop_name,zh-tw,松永農協會館前,206 1,,
stops,stop_name,ja,松永農協会館前,206 2,,
stops,stop_name,ja-Hrkt,マツナガノウキョウカ,206 2,,
stops,stop_name,en,Matsunga Nokyo Kaikan-mae,206 2,,
stops,stop_name,ko,마쓰나가 노쿄 카이칸 마에,206 2,,
stops,stop_name,zh-cn,松永农协会馆前,206 2,,
stops,stop_name,zh-tw,松永農協會館前,206 2,,
stops,stop_name,ja,マリンユースセンター入口,207 1,,
stops,stop_name,ja-Hrkt,マリンユースセンター,207 1,,
stops,stop_name,en,Marine Youth Center-iriguchi,207 1,,
stops,stop_name,ko,마린 유스 센터 이리구치,207 1,,
stops,stop_name,zh-cn,Marine Youth中心入口,207 1,,
stops,stop_name,zh-tw,Marine Youth中心入口,207 1,,
stops,stop_name,ja,丸山,208 1,,
stops,stop_name,ja-Hrkt,マルヤマ,208 1,,
stops,stop_name,en,Maruyama,208 1,,
stops,stop_name,ko,마루야마,208 1,,
stops,stop_name,zh-cn,丸山,208 1,,
stops,stop_name,zh-tw,丸山,208 1,,
stops,stop_name,ja,道越,209 1,,
stops,stop_name,ja-Hrkt,ミチゴエ,209 1,,
stops,stop_name,en,Michigoe,209 1,,
stops,stop_name,ko,미치고에,209 1,,
stops,stop_name,zh-cn,道越,209 1,,
stops,stop_name,zh-tw,道越,209 1,,
stops,stop_name,ja,歌,21 1,,
stops,stop_name,ja-Hrkt,ウタ,21 1,,
stops,stop_name,en,Uta,21 1,,
stops,stop_name,ko,우타,21 1,,
stops,stop_name,zh-cn,歌,21 1,,
stops,stop_name,zh-tw,歌,21 1,,
stops,stop_name,ja,道輝会前,210 1,,
stops,stop_name,ja-Hrkt,ミチテルカイマエ,210 1,,
stops,stop_name,en,Michiterukai-mae,210 1,,
stops,stop_name,ko,미치테루카이 마에,210 1,,
stops,stop_name,zh-cn,道辉会前,210 1,,
stops,stop_name,zh-tw,道輝會前,210 1,,
stops,stop_name,ja,道輝会前,210 2,,
stops,stop_name,ja-Hrkt,ミチテルカイマエ,210 2,,
stops,stop_name,en,Michiterukai-mae,210 2,,
stops,stop_name,ko,미치테루카이 마에,210 2,,
stops,stop_name,zh-cn,道辉会前,210 2,,
stops,stop_name,zh-tw,道輝會前,210 2,,
stops,stop_name,ja,南高下,211 1,,
stops,stop_name,ja-Hrkt,ミナミコウシタ,211 1,,
stops,stop_name,en,Minamiko-shita (Onomichi Minami High School),211 1,,
stops,stop_name,ko,미나미코 시타,211 1,,
stops,stop_name,zh-cn,南高下,211 1,,
stops,stop_name,zh-tw,南高下,211 1,,
stops,stop_name,ja,南高下,211 2,,
stops,stop_name,ja-Hrkt,ミナミコウシタ,211 2,,
stops,stop_name,en,Minamiko-shita (Onomichi Minami High School),211 2,,
stops,stop_name,ko,미나미코 시타,211 2,,
stops,stop_name,zh-cn,南高下,211 2,,
stops,stop_name,zh-tw,南高下,211 2,,
stops,stop_name,ja,南松永,212 1,,
stops,stop_name,ja-Hrkt,ミナミマツナガ,212 1,,
stops,stop_name,en,Minami-matsunaga,212 1,,
stops,stop_name,ko,미나미마쓰나가,212 1,,
stops,stop_name,zh-cn,南松永,212 1,,
stops,stop_name,zh-tw,南松永,212 1,,
stops,stop_name,ja,南松永,212 2,,
stops,stop_name,ja-Hrkt,ミナミマツナガ,212 2,,
stops,stop_name,en,Minami-matsunaga,212 2,,
stops,stop_name,ko,미나미마쓰나가,212 2,,
stops,stop_name,zh-cn,南松永,212 2,,
stops,stop_name,zh-tw,南松永,212 2,,
stops,stop_name,ja,三成,213 1,,
stops,stop_name,ja-Hrkt,ミナリ,213 1,,
stops,stop_name,en,Minari,213 1,,
stops,stop_name,ko,미나리,213 1,,
stops,stop_name,zh-cn,三成,213 1,,
stops,stop_name,zh-tw,三成,213 1,,
stops,stop_name,ja,三成,213 2,,
stops,stop_name,ja-Hrkt,ミナリ,213 2,,
stops,stop_name,en,Minari,213 2,,
stops,stop_name,ko,미나리,213 2,,
stops,stop_name,zh-cn,三成,213 2,,
stops,stop_name,zh-tw,三成,213 2,,
stops,stop_name,ja,宮の鼻,214 1,,
stops,stop_name,ja-Hrkt,ミヤノハナ,214 1,,
stops,stop_name,en,Miyanohana,214 1,,
stops,stop_name,ko,미야노하나,214 1,,
stops,stop_name,zh-cn,宫乃鼻,214 1,,
stops,stop_name,zh-tw,宮乃鼻,214 1,,
stops,stop_name,ja,宮の鼻,214 2,,
stops,stop_name,ja-Hrkt,ミヤノハナ,214 2,,
stops,stop_name,en,Miyanohana,214 2,,
stops,stop_name,ko,미야노하나,214 2,,
stops,stop_name,zh-cn,宫乃鼻,214 2,,
stops,stop_name,zh-tw,宮乃鼻,214 2,,
stops,stop_name,ja,宮の前,215 1,,
stops,stop_name,ja-Hrkt,ミヤノマエ,215 1,,
stops,stop_name,en,Miyanomae,215 1,,
stops,stop_name,ko,미야노 마에,215 1,,
stops,stop_name,zh-cn,宫之前,215 1,,
stops,stop_name,zh-tw,宮之前,215 1,,
stops,stop_name,ja,宮の前,215 2,,
stops,stop_name,ja-Hrkt,ミヤノマエ,215 2,,
stops,stop_name,en,Miyanomae,215 2,,
stops,stop_name,ko,미야노 마에,215 2,,
stops,stop_name,zh-cn,宫之前,215 2,,
stops,stop_name,zh-tw,宮之前,215 2,,
stops,stop_name,ja,三幸校前,216 1,,
stops,stop_name,ja-Hrkt,ミユキコウマエ,216 1,,
stops,stop_name,en,Miyuki Ko-mae (Miyuki Elementary School),216 1,,
stops,stop_name,ko,미유키코 마에,216 1,,
stops,stop_name,zh-cn,三幸小学前,216 1,,
stops,stop_name,zh-tw,三幸小學前,216 1,,
stops,stop_name,ja,御幸橋,217 1,,
stops,stop_name,ja-Hrkt,ミユキバシ,217 1,,
stops,stop_name,en,Miyukibashi,217 1,,
stops,stop_name,ko,미유키바시,217 1,,
stops,stop_name,zh-cn,御幸桥,217 1,,
stops,stop_name,zh-tw,禦幸橋,217 1,,
stops,stop_name,ja,妙見,218 1,,
stops,stop_name,ja-Hrkt,ミョウケン,218 1,,
stops,stop_name,en,Myoken,218 1,,
stops,stop_name,ko,묘켄,218 1,,
stops,stop_name,zh-cn,妙见,218 1,,
stops,stop_name,zh-tw,妙見,218 1,,
stops,stop_name,ja,妙見,218 2,,
stops,stop_name,ja-Hrkt,ミョウケン,218 2,,
stops,stop_name,en,Myoken,218 2,,
stops,stop_name,ko,묘켄,218 2,,
stops,stop_name,zh-cn,妙见,218 2,,
stops,stop_name,zh-tw,妙見,218 2,,
stops,stop_name,ja,明神橋,219 1,,
stops,stop_name,ja-Hrkt,ミョウジンバシ(オノミチバス),219 1,,
stops,stop_name,en,Myojimbashi(Onomichi City),219 1,,
stops,stop_name,ko,묘진바시(오노미치시),219 1,,
stops,stop_name,zh-cn,明神桥（尾道市）,219 1,,
stops,stop_name,zh-tw,明神橋（尾道市）,219 1,,
stops,stop_name,ja,向島ＢＳ,220 1,,
stops,stop_name,ja-Hrkt,ムカイシマバスストッ,220 1,,
stops,stop_name,en,Mukaishima Bus Stop,220 1,,
stops,stop_name,ko,무카이시마 버스 스톱,220 1,,
stops,stop_name,zh-cn,向岛BS,220 1,,
stops,stop_name,zh-tw,向島BS,220 1,,
stops,stop_name,ja,向島ＢＳ,220 2,,
stops,stop_name,ja-Hrkt,ムカイシマバスストッ,220 2,,
stops,stop_name,en,Mukaishima Bus Stop,220 2,,
stops,stop_name,ko,무카이시마 버스 스톱,220 2,,
stops,stop_name,zh-cn,向岛BS,220 2,,
stops,stop_name,zh-tw,向島BS,220 2,,
stops,stop_name,ja,向島大橋,221 1,,
stops,stop_name,ja-Hrkt,ムカイシマオオハシ,221 1,,
stops,stop_name,en,Mukaishima-ohashi (Mukaishima Bridge),221 1,,
stops,stop_name,ko,무카이시마 오하시,221 1,,
stops,stop_name,zh-cn,向岛大桥,221 1,,
stops,stop_name,zh-tw,向島大橋,221 1,,
stops,stop_name,ja,向島農協前,222 1,,
stops,stop_name,ja-Hrkt,ムカイシマノウキョウ,222 1,,
stops,stop_name,en,Mukaishima Nokyo-mae,222 1,,
stops,stop_name,ko,무카이시마 노쿄 마에,222 1,,
stops,stop_name,zh-cn,向岛农协前,222 1,,
stops,stop_name,zh-tw,向島農協前,222 1,,
stops,stop_name,ja,向島農協前,222 2,,
stops,stop_name,ja-Hrkt,ムカイシマノウキョウ,222 2,,
stops,stop_name,en,Mukaishima Nokyo-mae,222 2,,
stops,stop_name,ko,무카이시마 노쿄 마에,222 2,,
stops,stop_name,zh-cn,向岛农协前,222 2,,
stops,stop_name,zh-tw,向島農協前,222 2,,
stops,stop_name,ja,向東小学校前,223 1,,
stops,stop_name,ja-Hrkt,ムカイヒガシショウガッコウマエ,223 1,,
stops,stop_name,en,Mukai-higashi Shogakko-mae (Mukai-higashi Elementary School),223 1,,
stops,stop_name,ko,무카이히가시 초등학교,223 1,,
stops,stop_name,zh-cn,向东小学前,223 1,,
stops,stop_name,zh-tw,向東小學前,223 1,,
stops,stop_name,ja,向東小学校前,223 2,,
stops,stop_name,ja-Hrkt,ムカイヒガシショウガッコウマエ,223 2,,
stops,stop_name,en,Mukai-higashi Shogakko-mae (Mukai-higashi Elementary School),223 2,,
stops,stop_name,ko,무카이히가시 초등학교,223 2,,
stops,stop_name,zh-cn,向东小学前,223 2,,
stops,stop_name,zh-tw,向東小學前,223 2,,
stops,stop_name,ja,向東農協前,224 1,,
stops,stop_name,ja-Hrkt,ムカイヒガシノウキョ,224 1,,
stops,stop_name,en,Mukai-higashi Nokyo-mae,224 1,,
stops,stop_name,ko,무카이 히가시 노쿄 마에,224 1,,
stops,stop_name,zh-cn,向东农协前,224 1,,
stops,stop_name,zh-tw,向東農協前,224 1,,
stops,stop_name,ja,向東農協前,224 2,,
stops,stop_name,ja-Hrkt,ムカイヒガシノウキョ,224 2,,
stops,stop_name,en,Mukai-higashi Nokyo-mae,224 2,,
stops,stop_name,ko,무카이 히가시 노쿄 마에,224 2,,
stops,stop_name,zh-cn,向东农协前,224 2,,
stops,stop_name,zh-tw,向東農協前,224 2,,
stops,stop_name,ja,向峠,225 1,,
stops,stop_name,ja-Hrkt,ムカイガタオ,225 1,,
stops,stop_name,en,Mukaigatao,225 1,,
stops,stop_name,ko,무카이가타오,225 1,,
stops,stop_name,zh-cn,向峠,225 1,,
stops,stop_name,zh-tw,向峠,225 1,,
stops,stop_name,ja,向峠,225 2,,
stops,stop_name,ja-Hrkt,ムカイガタオ,225 2,,
stops,stop_name,en,Mukaigatao,225 2,,
stops,stop_name,ko,무카이가타오,225 2,,
stops,stop_name,zh-cn,向峠,225 2,,
stops,stop_name,zh-tw,向峠,225 2,,
stops,stop_name,ja,門田,227 1,,
stops,stop_name,ja-Hrkt,モンデン,227 1,,
stops,stop_name,en,Monden,227 1,,
stops,stop_name,ko,몬덴,227 1,,
stops,stop_name,zh-cn,门田,227 1,,
stops,stop_name,zh-tw,門田,227 1,,
stops,stop_name,ja,門田,227 2,,
stops,stop_name,ja-Hrkt,モンデン,227 2,,
stops,stop_name,en,Monden,227 2,,
stops,stop_name,ko,몬덴,227 2,,
stops,stop_name,zh-cn,门田,227 2,,
stops,stop_name,zh-tw,門田,227 2,,
stops,stop_name,ja,矢垣内,228 1,,
stops,stop_name,ja-Hrkt,ヤガアキ,228 1,,
stops,stop_name,en,Yagaaki,228 1,,
stops,stop_name,ko,야가아키,228 1,,
stops,stop_name,zh-cn,矢垣内,228 1,,
stops,stop_name,zh-tw,矢垣內,228 1,,
stops,stop_name,ja,鳥の風呂,23 1,,
stops,stop_name,ja-Hrkt,トリノフロ,23 1,,
stops,stop_name,en,Tori-no-furo,23 1,,
stops,stop_name,ko,도리노후로,23 1,,
stops,stop_name,zh-cn,鸟乃风吕,23 1,,
stops,stop_name,zh-tw,鳥乃風呂,23 1,,
stops,stop_name,ja,八坂神社前,230 1,,
stops,stop_name,ja-Hrkt,ヤサカジンジャマエ,230 1,,
stops,stop_name,en,Yasaka Jinja-mae (Yasaka Jinja Shrine),230 1,,
stops,stop_name,ko,야사카진자 신사,230 1,,
stops,stop_name,zh-cn,八坂神社前,230 1,,
stops,stop_name,zh-tw,八阪神社前,230 1,,
stops,stop_name,ja,山波,232 1,,
stops,stop_name,ja-Hrkt,サンバ,232 1,,
stops,stop_name,en,Samba,232 1,,
stops,stop_name,ko,산바,232 1,,
stops,stop_name,zh-cn,山波,232 1,,
stops,stop_name,zh-tw,山波,232 1,,
stops,stop_name,ja,山波,232 2,,
stops,stop_name,ja-Hrkt,サンバ,232 2,,
stops,stop_name,en,Samba,232 2,,
stops,stop_name,ko,산바,232 2,,
stops,stop_name,zh-cn,山波,232 2,,
stops,stop_name,zh-tw,山波,232 2,,
stops,stop_name,ja,山波郵便局前,233 1,,
stops,stop_name,ja-Hrkt,サンバユウビンキョクマエ,233 1,,
stops,stop_name,en,Samba Yubinkyoku-me (Samba Post Office),233 1,,
stops,stop_name,ko,산바우체국,233 1,,
stops,stop_name,zh-cn,山波邮局前,233 1,,
stops,stop_name,zh-tw,山波郵局前,233 1,,
stops,stop_name,ja,山波郵便局前,233 2,,
stops,stop_name,ja-Hrkt,サンバユウビンキョクマエ,233 2,,
stops,stop_name,en,Samba Yubinkyoku-me (Samba Post Office),233 2,,
stops,stop_name,ko,산바우체국,233 2,,
stops,stop_name,zh-cn,山波邮局前,233 2,,
stops,stop_name,zh-tw,山波郵局前,233 2,,
stops,stop_name,ja,山本病院前,234 1,,
stops,stop_name,ja-Hrkt,ヤマモトビョウインマ,234 1,,
stops,stop_name,en,Yamamoto Byoin-mae (Yamamoto Hospital),234 1,,
stops,stop_name,ko,야마모토 병원,234 1,,
stops,stop_name,zh-cn,山本医院前,234 1,,
stops,stop_name,zh-tw,山本醫院前,234 1,,
stops,stop_name,ja,山本病院前,234 2,,
stops,stop_name,ja-Hrkt,ヤマモトビョウインマ,234 2,,
stops,stop_name,en,Yamamoto Byoin-mae (Yamamoto Hospital),234 2,,
stops,stop_name,ko,야마모토 병원,234 2,,
stops,stop_name,zh-cn,山本医院前,234 2,,
stops,stop_name,zh-tw,山本醫院前,234 2,,
stops,stop_name,ja,遊亀橋,235 1,,
stops,stop_name,ja-Hrkt,ユウキバシ,235 1,,
stops,stop_name,en,Yukibashi,235 1,,
stops,stop_name,ko,유키바시,235 1,,
stops,stop_name,zh-cn,游龟桥,235 1,,
stops,stop_name,zh-tw,遊龜橋,235 1,,
stops,stop_name,ja,遊亀橋,235 2,,
stops,stop_name,ja-Hrkt,ユウキバシ,235 2,,
stops,stop_name,en,Yukibashi,235 2,,
stops,stop_name,ko,유키바시,235 2,,
stops,stop_name,zh-cn,游龟桥,235 2,,
stops,stop_name,zh-tw,遊龜橋,235 2,,
stops,stop_name,ja,郵便局前,236 1,,
stops,stop_name,ja-Hrkt,ユウビンキョクマエ,236 1,,
stops,stop_name,en,Yubinkyoku-mae (Post Office),236 1,,
stops,stop_name,ko,우체국,236 1,,
stops,stop_name,zh-cn,邮局前,236 1,,
stops,stop_name,zh-tw,郵局前,236 1,,
stops,stop_name,ja,長和島南,237 1,,
stops,stop_name,ja-Hrkt,ナガワジマミナミ,237 1,,
stops,stop_name,en,Nagawajima Minami,237 1,,
stops,stop_name,ko,나가와지마 미나미,237 1,,
stops,stop_name,zh-cn,长和岛南,237 1,,
stops,stop_name,zh-tw,長和島南,237 1,,
stops,stop_name,ja,長和島南,237 2,,
stops,stop_name,ja-Hrkt,ナガワジマミナミ,237 2,,
stops,stop_name,en,Nagawajima Minami,237 2,,
stops,stop_name,ko,나가와지마 미나미,237 2,,
stops,stop_name,zh-cn,长和岛南,237 2,,
stops,stop_name,zh-tw,長和島南,237 2,,
stops,stop_name,ja,陽光台,238 1,,
stops,stop_name,ja-Hrkt,ヨウコウダイ,238 1,,
stops,stop_name,en,Yokodai,238 1,,
stops,stop_name,ko,요코다이,238 1,,
stops,stop_name,zh-cn,阳光台,238 1,,
stops,stop_name,zh-tw,阳光臺,238 1,,
stops,stop_name,ja,陽光台,238 10,,
stops,stop_name,ja-Hrkt,ヨウコウダイ,238 10,,
stops,stop_name,en,Yokodai,238 10,,
stops,stop_name,ko,요코다이,238 10,,
stops,stop_name,zh-cn,阳光台,238 10,,
stops,stop_name,zh-tw,阳光臺,238 10,,
stops,stop_name,ja,陽光台中,239 1,,
stops,stop_name,ja-Hrkt,ヨウコウダイナカ,239 1,,
stops,stop_name,en,Yokodai-naka,239 1,,
stops,stop_name,ko,요코다이 나카,239 1,,
stops,stop_name,zh-cn,阳光台中,239 1,,
stops,stop_name,zh-tw,阳光臺中,239 1,,
stops,stop_name,ja,宇和部,24 10,,
stops,stop_name,ja-Hrkt,ウワブ,24 10,,
stops,stop_name,en,Uwabu,24 10,,
stops,stop_name,ko,우와부,24 10,,
stops,stop_name,zh-cn,宇和部,24 10,,
stops,stop_name,zh-tw,宇和部,24 10,,
stops,stop_name,ja,宇和部,24 2,,
stops,stop_name,ja-Hrkt,ウワブ,24 2,,
stops,stop_name,en,Uwabu,24 2,,
stops,stop_name,ko,우와부,24 2,,
stops,stop_name,zh-cn,宇和部,24 2,,
stops,stop_name,zh-tw,宇和部,24 2,,
stops,stop_name,ja,余崎,241 1,,
stops,stop_name,ja-Hrkt,ヨサキ,241 1,,
stops,stop_name,en,Yosaki,241 1,,
stops,stop_name,ko,요사키,241 1,,
