table_name,field_name,language,translation,record_id,record_sub_id,field_value,station_sid,course_sid
stops,stop_name,ja-Hrkt,にししんぐう,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
stops,stop_name,en,Nishi-shingu,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
stops,stop_name,ko,니시신구,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
stops,stop_name,zh-cn,西新宫,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
stops,stop_name,zh-tw,西新宮,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
stops,stop_name,ja,西新宮,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,ja-Hrkt,にししんぐう,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,en,Nishi-shingu,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,ko,니시신구,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,zh-cn,西新宫,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,zh-tw,西新宮,5880 2,,,699db7ae-e785-418a-a057-fb0753fe419e,
stops,stop_name,ja,新宮,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,ja-Hrkt,しんぐう,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,en,Shingu,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,ko,신구,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,zh-cn,新宫,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,zh-tw,新宮,5890 1,,,3df2809c-b1e4-4cdd-9e6c-95dede4b1a10,
stops,stop_name,ja,新宮,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,ja-Hrkt,しんぐう,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,en,Shingu,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,ko,신구,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,zh-cn,新宫,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,zh-tw,新宮,5890 2,,,c0bf4052-2278-42fd-bac7-1ba82f6e02e4,
stops,stop_name,ja,東新宮,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,ja-Hrkt,ひがししんぐう,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,en,Higashi-shingu,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,ko,히가시신구,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,zh-cn,东新宫,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,zh-tw,東新宮,5900 1,,,6b1d17c3-fd0d-4b34-858d-12ce2e61c154,
stops,stop_name,ja,東新宮,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,ja-Hrkt,ひがししんぐう,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,en,Higashi-shingu,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,ko,히가시신구,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,zh-cn,东新宫,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,zh-tw,東新宮,5900 2,,,11092e45-8de4-42bf-95c9-f0e66017f6ab,
stops,stop_name,ja,海上側,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,ja-Hrkt,かいじょうがわ,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,en,Kaijogawa,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,ko,가이조가와,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,zh-cn,海上侧,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,zh-tw,海上側,5910 1,,,8c7b4ab1-0d9d-4fab-b49e-18cba6b4a934,
stops,stop_name,ja,海上側,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,ja-Hrkt,かいじょうがわ,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,en,Kaijogawa,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,ko,가이조가와,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,zh-cn,海上侧,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,zh-tw,海上側,5910 2,,,e527c610-9117-46fa-b588-f3895e67e8a0,
stops,stop_name,ja,国草,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,ja-Hrkt,くにくさ,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,en,Kunikusa,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,ko,구니쿠사,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,zh-cn,国草,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,zh-tw,國草,5920 1,,,6134e171-3b6d-45a1-a3bc-b634d0e0fd70,
stops,stop_name,ja,国草,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
stops,stop_name,ja-Hrkt,くにくさ,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
stops,stop_name,en,Kunikusa,5920 2,,,bcf05dd6-bd63-4719-9ac5-6c4973dfaaf6,
