trans_id,lang,translation,category,station_sid,course_sid
中津谷,zh-cn,中津谷,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
中津谷,zh-tw,中津谷,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
大向,ja,大向,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
大向,ja-Hrkt,おおむかい,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
大向,en,Omukai,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
大向,ko,오무카이,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
大向,zh-cn,大向,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
大向,zh-tw,大向,stop_name,aedc4e9d-2020-47ec-8464-6a93cad598f4,
上花原,ja,上花原,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
上花原,ja-Hrkt,かみはなばら,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
上花原,en,Kami-hanabara,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
上花原,ko,가미하나바라,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
上花原,zh-cn,上花原,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
上花原,zh-tw,上花原,stop_name,25dd3c76-38e9-4a77-a818-97d9bd888784,
花原,ja,花原,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
花原,ja-Hrkt,はなばら,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
花原,en,Hanabara,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
花原,ko,하나바라,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
花原,zh-cn,花原,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
花原,zh-tw,花原,stop_name,3fe97136-cc64-4442-9bee-ded993ea71e5,
吉和ふれあい交流センター,ja,吉和ふれあい交流センター,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
吉和ふれあい交流センター,ja-Hrkt,よしわふれあいこうりゅうせんたー,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
吉和ふれあい交流センター,en,Hosoibara,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
吉和ふれあい交流センター,ko,호소이바라,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
吉和ふれあい交流センター,zh-cn,细井原,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
吉和ふれあい交流センター,zh-tw,細井原,stop_name,2c1428f3-f701-4ccc-8be6-cdb36a56bbb5,
市垣内,ja,市垣内,stop_name,15d7e02a-2dea-43dc-ae04-6a26c68477a0,
市垣内,ja-Hrkt,いちがうち,stop_name,15d7e02a-2dea-43dc-ae04-6a26c68477a0,
市垣内,en,Yoshiwa Shisho,stop_name,15d7e02a-2dea-43dc-ae04-6a26c68477a0,
市垣内,ko,요시와 시쇼,stop_name,15d7e02a-2dea-43dc-ae04-6a26c68477a0,
