trans_id,lang,translation
日赤看護大学前,en,Nisseki Kango Daigaku (Japanese Red Cross Col. of Nursing)
日赤看護大学前,ko,일본적십자 간호대학
日赤看護大学前,zh-cn,日赤看护大学
日赤看護大学前,zh-tw,日赤看護大學
新焼山橋,ja,新焼山橋
新焼山橋,ja-Hrkt,しんやけやまはし
新焼山橋,en,Miwaku-no-Sato-iriguchi
新焼山橋,ko,미와쿠노사토 이리구치
新焼山橋,zh-cn,魅惑之里入口
新焼山橋,zh-tw,魅惑之裏入口
スポーツセンター,ja,スポーツセンター
スポーツセンター,ja-Hrkt,すぽーつせんたー
スポーツセンター,en,Sports Center
スポーツセンター,ko,스포츠센터
スポーツセンター,zh-cn,体育中心
スポーツセンター,zh-tw,體育中心
廿日市市役所,ja,廿日市市役所
廿日市市役所,ja-Hrkt,はつかいちしやくしょ
廿日市市役所,en,Hatsukaichi Shiyakusho (Hatsukaichi City Hall)
廿日市市役所,ko,하쓰카이치 시야쿠쇼
廿日市市役所,zh-cn,廿日市市政府
廿日市市役所,zh-tw,廿日市市政府
クヴェーレ吉和,ja,クヴェーレ吉和
クヴェーレ吉和,ja-Hrkt,くべーれよしわ
クヴェーレ吉和,en,Quelle Yoshiwa
クヴェーレ吉和,ko,구베레 요시와
クヴェーレ吉和,zh-cn,KUBERE吉和
クヴェーレ吉和,zh-tw,KUBERE吉和
特別支援学校入口,ja,特別支援学校入口
特別支援学校入口,ja-Hrkt,とくべつしえんがっこういりぐち
特別支援学校入口,en,Tokubetsu Shiengakko-iriguchi (Special Needs School)
特別支援学校入口,ko,특별지원학교
特別支援学校入口,zh-cn,特别支援学校入口
特別支援学校入口,zh-tw,特別支援學校入口
阿品台一丁目,ja,阿品台一丁目
阿品台一丁目,ja-Hrkt,あじなだいいっちょうめ
阿品台一丁目,en,Ajinadai-itchome (Ajinadai 1)
阿品台一丁目,ko,아지나다이 1초메
阿品台一丁目,zh-cn,阿品台一丁目
阿品台一丁目,zh-tw,阿品臺一丁目
阿品台三丁目,ja,阿品台三丁目
阿品台三丁目,ja-Hrkt,あじなだいさんちょうめ
阿品台三丁目,en,Ajinadai-sanchome (Ajinadai 3)
阿品台三丁目,ko,아지나다이 3초메
阿品台三丁目,zh-cn,阿品台三丁目
阿品台三丁目,zh-tw,阿品臺三丁目
阿品台四丁目,ja,阿品台四丁目
阿品台四丁目,ja-Hrkt,あじなだいよんちょうめ
阿品台四丁目,en,Ajinadai-yonchome (Ajinadai 4)
阿品台四丁目,ko,아지나다이 4초메
阿品台四丁目,zh-cn,阿品台四丁目
阿品台四丁目,zh-tw,阿品臺四丁目
阿品台第六公園,ja,阿品台第六公園
阿品台第六公園,ja-Hrkt,あじなだいだいろくこうえん
阿品台第六公園,en,Ajinadai Dairoku Koen (Ajinadai Dairoku Park)
阿品台第六公園,ko,아지나다이 다이6 공원
阿品台第六公園,zh-cn,阿品台第六公园
阿品台第六公園,zh-tw,阿品臺第六公園
ナタリーマリナタウン,ja,ナタリーマリナタウン
