trans_id,lang,translation,category,station_sid,course_sid
久地魚切,zh-cn,久地鱼切,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
久地魚切,zh-tw,久地魚切,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
久地境原,ja,久地境原,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地境原,ja-Hrkt,くちさかいばら,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地境原,en,Kuchi Sakaibara,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地境原,ko,구치 사카이바라,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地境原,zh-cn,久地境原,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地境原,zh-tw,久地境原,stop_name,33d0579e-2f15-493b-bdb2-77e0cb61b783,
久地川井,ja,久地川井,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地川井,ja-Hrkt,くちかわい,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地川井,en,Kuchi Kawai,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地川井,ko,구치 카와이,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地川井,zh-cn,久地川井,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地川井,zh-tw,久地川井,stop_name,a87f091e-db28-47c1-8b5c-a7abcf7232d7,
久地農協,ja,久地農協,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地農協,ja-Hrkt,くちのうきょう,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地農協,en,Kuchi Nokyo,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地農協,ko,구치 노쿄,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地農協,zh-cn,久地农协,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地農協,zh-tw,久地農協,stop_name,92a0bfc7-a2bb-4e70-8d23-afe5878be773,
久地本郷下,ja,久地本郷下,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
久地本郷下,ja-Hrkt,くちほんごうしも,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
久地本郷下,en,Kuchi Hongo-shimo,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
久地本郷下,ko,구치 혼고 시모,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
久地本郷下,zh-cn,久地本乡下,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
久地本郷下,zh-tw,久地本鄉下,stop_name,288d16f8-7abc-4ac6-bb96-6a7deeda834f,
魚切橋,ja,魚切橋,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切橋,ja-Hrkt,うおきりばし,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切橋,en,Uokiribashi,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切橋,ko,우오키리바시,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切橋,zh-cn,鱼切桥,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切橋,zh-tw,魚切橋,stop_name,f1a5aef2-8493-4c6f-a26a-02a3369196fb,
魚切中,ja,魚切中,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
魚切中,ja-Hrkt,うおきりなか,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
魚切中,en,Uokiri-naka,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
魚切中,ko,우오키리 나카,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
魚切中,zh-cn,鱼切中,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
魚切中,zh-tw,魚切中,stop_name,ceef18c4-a895-4223-aa92-a5189f358d32,
教雲寺前,ja,教雲寺前,stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
教雲寺前,ja-Hrkt,きょううんじまえ,stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
教雲寺前,en,Kyounji-mae (Kyounji Temple),stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
教雲寺前,ko,교운지 절,stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
教雲寺前,zh-cn,教云寺前,stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
教雲寺前,zh-tw,教雲寺前,stop_name,1b693cd1-f149-4409-834a-2b676ee8d9f1,
郷坂,ja,郷坂,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
郷坂,ja-Hrkt,ごうさか,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
郷坂,en,Gosaka,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
郷坂,ko,고사카,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
郷坂,zh-cn,乡坂,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
郷坂,zh-tw,鄉阪,stop_name,29793e8f-5572-42be-930a-dcdc9d8af3ae,
県営あさひが丘住宅,ja,県営あさひが丘住宅,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
県営あさひが丘住宅,ja-Hrkt,けんえいあさひがおかじゅうたく,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
県営あさひが丘住宅,en,Kenei Asahigaoka Jutaku,stop_name,f510374a-404b-442e-b586-e1a6a35fc6d1,
