trans_id,lang,translation
冠崎西,en,Kaburasaki-nishi
冠崎西,ko,가부라사키 니시
冠崎西,zh-cn,冠崎西
冠崎西,zh-tw,冠崎西
冠崎,ja,冠崎
冠崎,ja-Hrkt,かぶらさき
冠崎,en,Kaburasaki
冠崎,ko,가부라사키
冠崎,zh-cn,冠崎
冠崎,zh-tw,冠崎
大冠中学校前,ja,大冠中学校前
大冠中学校前,ja-Hrkt,だいかんちゅうがっこうまえ
大冠中学校前,en,Daikan Chugakko-mae (Daikan Junior High School)
大冠中学校前,ko,다이칸 중학교
大冠中学校前,zh-cn,大冠中学前
大冠中学校前,zh-tw,大冠中學前
大入,ja,大入
大入,ja-Hrkt,だいにゅう
大入,en,Dainyu
大入,ko,다이뉴
大入,zh-cn,大入
大入,zh-tw,大入
浜田,ja,浜田
浜田,ja-Hrkt,はまだ
浜田,en,Hamada
浜田,ko,하마다
浜田,zh-cn,滨田
浜田,zh-tw,濱田
大崎,ja,大崎
大崎,ja-Hrkt,おおさき
大崎,en,Osaki
大崎,ko,오사키
大崎,zh-cn,大崎
大崎,zh-tw,大崎
灘,ja,灘
灘,ja-Hrkt,なだ
灘,en,Nada
灘,ko,나다
灘,zh-cn,滩
灘,zh-tw,灘
東灘,ja,東灘
東灘,ja-Hrkt,ひがしなだ
東灘,en,Higashi-nada
東灘,ko,히가시나다
東灘,zh-cn,东滩
東灘,zh-tw,東灘
塩谷,ja,塩谷
塩谷,ja-Hrkt,しおや
塩谷,en,Shioya
塩谷,ko,시오야
塩谷,zh-cn,盐谷
塩谷,zh-tw,鹽谷
塩谷住宅,ja,塩谷住宅
塩谷住宅,ja-Hrkt,しおやじゅうたく
塩谷住宅,en,Shioya Jutaku
塩谷住宅,ko,시오야 주타쿠
塩谷住宅,zh-cn,盐谷住宅
塩谷住宅,zh-tw,鹽谷住宅
阿賀港,ja,阿賀港
阿賀港,ja-Hrkt,あがみなと
阿賀港,en,Aga Port
阿賀港,ko,아가 항
阿賀港,zh-cn,阿贺港
阿賀港,zh-tw,阿賀港
延崎,ja,延崎
延崎,ja-Hrkt,のぶさき
延崎,en,Nobusaki
延崎,ko,노부사키
延崎,zh-cn,延崎
延崎,zh-tw,延崎
阿賀小学校,ja,阿賀小学校
阿賀小学校,ja-Hrkt,あがしょうがっこう
阿賀小学校,en,Aga Shogakko (Aga Elementary School)
阿賀小学校,ko,아가 초등학교
阿賀小学校,zh-cn,阿贺小学
阿賀小学校,zh-tw,阿賀小學
西町,ja,西町
西町,ja-Hrkt,にしまち
西町,en,Nishimachi
西町,ko,니시마치
西町,zh-cn,西町
西町,zh-tw,西町
東町,ja,東町
東町,ja-Hrkt,ひがしまち
東町,en,Higashimachi
東町,ko,히가시마치
東町,zh-cn,东町
東町,zh-tw,東町
音戸大橋上,ja,音戸大橋上
音戸大橋上,ja-Hrkt,おんどおおはしうえ
音戸大橋上,en,Ondo-ohashi-ue (Ondo Long Bridge)
音戸大橋上,ko,온도 대교
音戸大橋上,zh-cn,音户大桥上
音戸大橋上,zh-tw,音戶大橋上
みはらし荘,ja,みはらし荘
みはらし荘,ja-Hrkt,みはらしそう
みはらし荘,en,Miharashiso
みはらし荘,ko,미하라시소
みはらし荘,zh-cn,见晴庄
みはらし荘,zh-tw,見晴莊
見晴町,ja,見晴町
見晴町,ja-Hrkt,みはらしちょう
見晴町,en,Miharashicho
見晴町,ko,미하라시초
見晴町,zh-cn,见晴町
見晴町,zh-tw,見晴町
中通１丁目,ja,中通１丁目
中通１丁目,ja-Hrkt,なかどおりいっちょうめ
中通１丁目,en,Nakadori-itchome (Nakadori 1)
中通１丁目,ko,나카도리 1초메
中通１丁目,zh-cn,中通1丁目
中通１丁目,zh-tw,中通1丁目
四道路,ja,四道路
四道路,ja-Hrkt,よつどうろ
四道路,en,Yotsudoro
四道路,ko,요쓰도로
四道路,zh-cn,四道路
四道路,zh-tw,四道路
四道路・四ツ道路,ja,四道路・四ツ道路
四道路・四ツ道路,ja-Hrkt,よつどうろ
四道路・四ツ道路,en,Yotsudoro
四道路・四ツ道路,ko,요쓰도로
四道路・四ツ道路,zh-cn,四道路
四道路・四ツ道路,zh-tw,四道路
本通３丁目,ja,本通３丁目
本通３丁目,ja-Hrkt,ほんどおりさんちょうめ
本通３丁目,en,Hondori-sanchome (Hondori 3)
本通３丁目,ko,혼도리 3초메
本通３丁目,zh-cn,本通3丁目
本通３丁目,zh-tw,本通3丁目
本通４丁目,ja,本通４丁目
本通４丁目,ja-Hrkt,ほんどおりよんちょうめ
本通４丁目,en,Hondori-yonchome (Hondori 4)
本通４丁目,ko,혼도리 4초메
本通４丁目,zh-cn,本通4丁目
本通４丁目,zh-tw,本通4丁目
本通５丁目,ja,本通５丁目
本通５丁目,ja-Hrkt,ほんどおりごちょうめ
本通５丁目,en,Hondori-gochome (Hondori 5)
本通５丁目,ko,혼도리 5초메
本通５丁目,zh-cn,本通5丁目
本通５丁目,zh-tw,本通5丁目
本通６丁目,ja,本通６丁目
本通６丁目,ja-Hrkt,ほんどおりろくちょうめ
本通６丁目,en,Hondori-rokuchome (Hondori 6)
本通６丁目,ko,혼도리 6초메
本通６丁目,zh-cn,本通6丁目
本通６丁目,zh-tw,本通6丁目
本通７丁目,ja,本通７丁目
本通７丁目,ja-Hrkt,ほんどおりななちょうめ
本通７丁目,en,Hondori-nanachome (Hondori 7)
本通７丁目,ko,혼도리 7초메
本通７丁目,zh-cn,本通7丁目
本通７丁目,zh-tw,本通7丁目
本通８丁目,ja,本通８丁目
本通８丁目,ja-Hrkt,ほんどおりはっちょうめ
本通８丁目,en,Hondori-hatchome (Hondori 8)
本通８丁目,ko,혼도리 8초메
本通８丁目,zh-cn,本通8丁目
本通８丁目,zh-tw,本通8丁目
阿賀海岸通,ja,阿賀海岸通
阿賀海岸通,ja-Hrkt,あがかいがんどおり
阿賀海岸通,en,Aga Kaigan-dori (Aga Kaigan Ave.)
阿賀海岸通,ko,아가 카이간 도리
阿賀海岸通,zh-cn,阿贺海岸通
阿賀海岸通,zh-tw,阿賀海岸通
広大橋,ja,広大橋
広大橋,ja-Hrkt,ひろおおはし
広大橋,en,Hiro-ohashi
広大橋,ko,히로 오하시
広大橋,zh-cn,广大桥
広大橋,zh-tw,廣大橋
新広駅,ja,新広駅
新広駅,ja-Hrkt,しんひろえき
新広駅,en,Shinhiro Sta.
新広駅,ko,신히로 역
新広駅,zh-cn,新广站
新広駅,zh-tw,新廣站
二級橋,ja,二級橋
二級橋,ja-Hrkt,にきゅうばし
二級橋,en,Nikyubashi
二級橋,ko,니큐바시
二級橋,zh-cn,二级桥
二級橋,zh-tw,二級橋
オークアリーナ入口,ja,オークアリーナ入口
オークアリーナ入口,ja-Hrkt,おーくありーないりぐち
オークアリーナ入口,en,Oak Arena-iriguchi
オークアリーナ入口,ko,오크 아리나 이리구치
オークアリーナ入口,zh-cn,吴市综合体育馆""Oak Arena""入口
